learner_id,employee_id,certification_id,canonical_term,lms_claimed_ready,truth_certification_ready,block_reason,risk_level,recommended_action,evaluated_on
L07980,E07980,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L07982,E07982,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07990,E07990,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07991,E07991,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07996,E07996,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07998,E07998,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L08003,E08003,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08004,E08004,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08005,E08005,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08006,E08006,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L08009,E08009,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08012,E08012,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08016,E08016,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L08017,E08017,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L08020,E08020,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L08021,E08021,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08023,E08023,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08026,E08026,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08030,E08030,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08031,E08031,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L08032,E08032,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08034,E08034,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08036,E08036,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08037,E08037,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L08040,E08040,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08044,E08044,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08045,E08045,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08046,E08046,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08051,E08051,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08052,E08052,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08055,E08055,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08057,E08057,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08058,E08058,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08060,E08060,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08063,E08063,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L08068,E08068,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08070,E08070,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L08071,E08071,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
